DaBaby,aggressive,"Yeah, yeah, yeah
And I'm, I'm the best motherfucking rapper man (Ha), you know
Ayy
And true story, too, by the way
Firzt on the track (Ha)
Everything's a true story (Everything's a true story)

[Chorus]
I had my mind on a milli'
I went and copped a Cuban from Shyne out in Philly (Huh?)
I went broke and sold it, I'm mad that I did it (Huh? Huh?)
Flew out to Cali, got bags and I sent 'em (Huh?)
Ever fall off, get some change from a freak (Freak)
We leavin' stains on the sheets (Huh?)
You might wanna change up your keys (Keys)
I got your bitch name on the lease (Yeah)
[Verse 1]
She tryin' to send me the addy
She think I'ma pull up and fuck her to sleep (Yeah, yeah)
I put this shit on the box
Now her grandmama high 'cause I sent her a P (P)
I put my bitches to work (To work)
Ask her what you do for me (Me)
She like when I lift up her skirt (Uh)
Bend her over, we fuck on the sink (Yeah)
Her mama came, knocked on the door, she said she gotta pee
She had too much to drink (Damn)
I had to hide in the shower
And that's when I found out her mama a freak (A freak)
She came and sat on the toilet
And pulled out her phone but ain't lift up the seat (Huh?)
I saw her play with that pussy (Hold up)
Holding a picture of me (Damn)

[Chorus]
I had my mind on a milli'
I went and copped a Cuban from Shyne out in Philly
I went broke and sold it, I'm mad that I did it
Flew out to Cali, got bags and I sent 'em
Ever fall off, get some change from a freak (Freak)
We leavin' stains on the sheets (Huh?)
You might wanna change up your keys (Keys)
I got your bitch name on the lease (Yeah)
You might also like[Verse 2]
I had this lil' ho from the city, she really went with it
Stay down like a G (Yeah, yeah)
I gave her way too much salt
Now she fuck with a nigga that play in the league (The league)
I put a ho through the most (The most)
I make a pretty bitch leave (Leave)
I might end up playin' with you (You)
'Cause you ain't gonna be playin' with me (Yeah)
I used to fuck with a bitch that ain't even pay (Yeah) rent, she be stayin' for free (Yeah, yeah, yeah)
I asked to pay a lil' bill and she act like I told her to jump in the sea (The sea)
Like I told her go get a rope (A rope)
Tie it 'round both of your feet (Feet)
Tie up that rope to a brick (Uh)
Bend you ass over and leave (Yeah)

[Chorus]
I had my mind on the milli'
I went and copped a Cuban from Shyne out in Philly
I went broke and sold it, I'm mad that I did it (Huh? Huh?)
Flew out to Cali, got bags and I sent 'em
Ever fall off, get some change from a freak (Freak)
We leavin' stains on the sheets (Huh?)
You might wanna change up yo keys (Keys)
I got yo' bitch name on the leash (Yeah)1Embed",2
T-Koor,aggressive,"Hey, yo, it's DJ Kay Slay, the drama king
Ice-T, Kool G Rap
Hip-Hop Icons
Let's go

[Chorus: Ice-T]
It's been a long time, niggas forgot
You push up on mine, niggas get shot
Master with the caliber, don't respect your throne
Don't worry 'bout me, the devil protects its own
[Verse 1: Ice-T]
This so often, I stare and gaze into a coffin
But I don't cry, niggas must die
My bloodlust is unquenchable
My thirst for revenge you bitch niggas can't comprehend
I might let you live a few years, feel yourself
Death is always near and then it gets dealt
This ain't the pop that the kids bop to
This what the hard rocks cock Glocks to
I hate rap niggas, I love street cats
I serve wack niggas, please believe that
Iceberg bitch, motherfucker you heard
I been away for a minute so the lines got blurred
I ain't impressed by your jewelry, that could get took
Don't floss around me, nigga, you shook
All your dope talk, crack talk, trap talk bullshit
How could real niggas stomach your lies?
You never fuck with no live niggas I know
Only place you're hard is in your motherfucking bio
I'ma go on 'cause I feel the mic starting to heat
Grip the wood on the wheel, lay back in your seat
I ain't new to this shit, I could rap for weeks
Especially with these Kay Slay types of beats
Listen

[Chorus: Ice-T]
It's been a long time, niggas forgot
You push up on mine, niggas get shot
Master with the caliber, don't respect your throne
Don't worry 'bout me, the devil protects its own
You might also like[Verse 2: Kool G Rap]
KGR boy, Queens grime nigga
Turn your block into the scene of the crime niggas
A mean shine, nigga, the beam on the nine, nigga
Killers move in silence and violence of mines whisper
Corona the own, I rep it to the death boy
Soda bottle or nozzle to lower down the deck boy
Everyday generating another hood chronicle
Niggas come comical, I fix 'em with the llama too
The money in '85 was so astronomical
Chest, neck gripping with ice like a comma do
Yeah, nigga, this the auto bio
Fuck with the auto, die yo
Murder here, my nigga, universe caught a slug in the eye, yo
Pies seventeen five moving the bottles
Bottom of the pot rock pat 'em and dry those
Lay low from homicide with a side hoe, you know how it go

[Verse 3: Ice-T]
Get your gats out, hoods on, masks up
In my dark world fuck boys get touched
I'm much older and colder now
No beat, just release the hounds
I move the social elite from the concrete
It wasn't easy, lotta blood got spilled
Shit got greasy, good men got killed
Somehow I kept my head down, kept moving
A lot had to be shown, it had to be proven
And I'm still alive today
So don't test me in no type of way
You may catch me in the street rolling dolo
Or on the beach in some Ralph Lauren Polo
Or in the next booth over in the hottest club
Or at some hell of a spa getting my feet rubbed
(That nigga plays a cop) Broke nigga, don't speak
Seventeen years, 200k a week
Nigga, you on the bus, while I'm whipping a fleet
If you can't add money, you ain't from the streetEmbed",2
Evanescence,sad,"I'm so tired of being here
Suppressed by all my childish fears
And if you have to leave
I wish that you would just leave
'Cause your presence still lingers here
And it won't leave me alone


These wounds won't seem to heal
This pain is just too real
There's just too much that time cannot erase

When you cried, I'd wipe away all of your tears
When you'd scream, I'd fight away all of your fears
And I held your hand through all of these years
But you still have all of me


You used to captivate me by your resonating light
Now I'm bound by the life you left behind
Your face, it haunts my once pleasant dreams
Your voice, it chased away all the sanity in me


These wounds won't seem to heal
This pain is just too real
There's just too much that time cannot erase


When you cried, I'd wipe away all of your tears
When you'd scream, I'd fight away all of your fears
And I held your hand through all of these years
But you still have all of me


I've tried so hard to tell myself that you're gone
But though you're still with me
I've been alone all along
See Evanescence LiveGet tickets as low as $68You might also like
When you cried, I'd wipe away all of your tears
When you'd scream, I'd fight away all of your fears
And I held your hand through all of these years
But you still have all of me


Ah, me, ah, me, ah85",0
Olivia OBrien,sad,"Feeling used, but I'm still missing you
And I can't see the end of this
Just wanna feel your kiss against my lips
And now all this time is passing by
But I still can't seem to tell you why
It hurts me every time I see you
Realize how much I need you


I hate you, I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her

What about all the times
You would pick me up and we'd just drive
Around until we found a place to stay and waste the day away
We'd do nothing but it was okay with me
You say it's not good to spend all my time
Thinking about you so late at night
But I can't stop once I start it's like an avalanche
Thoughts coming and I just wanna hold your hand
Hold your breath, I'm going under
Not coming up 'til this night is over
'Til this night is over


I hate you, I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her


All alone, I watch you watch her
Like she's the only girl you've ever seen
You don't care, you never did
You don't give a damn about me
Yeah, all alone, I watch you watch her
She is the only thing you've ever seen
How is it you never notice
That you were slowly killing me
You might also like
I hate you, I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her19",0
Shawn Mendes,sad,"I can't imagine what a world would be
I can't imagine what a world would be
I can't imagine what a world would be


Without you, all the birds would stop their songs
Without you, all things right would feel so wrong


I can't imagine what a world would be
No, I can't imagine what a world would be
No, I can't imagine what a world would be

Without you, I'd always be alone
Without you, I don't know where to go


I can't imagine what a world would be
No, I can't imagine what a world could be
I can't imagine what a world would be
I can't imagine
I can't imagine, no
I can't imagine, no, what a world would be
Without you


I'd always be alone
I'd always be alone
Cool, that's good for nowYou might also like10",0
The Weeknd,sad,"Enjoy your privileged life
'Cause I'm not gonna hold you through the night
We said our last goodbyes
So, let's just try to end it with a smile


And I don't wanna hear that you are suffering
You are suffering no more
'Cause I held you down when you were suffering
You were suffering

Blues away, way, way
I got two red pills to take the blues away
Blues away, way, way
I got two red pills to take the blues away


And I'ma fuck the pain away, and I know I'll be okay
They said our love is just a game, I don't care what they say
But I'ma drink the pain away, I'll be back to my old ways
And I got two red pills to take the blues away, oh


I don't wanna hear that no more, no more
No more, no more
I don't wanna hear that no moreSee The Weeknd LiveGet tickets as low as $54You might also like85",0
Passenger,sad,"Well, grey clouds wrapped 'round the town like elastic
Cars stood like toys made of Taiwanese plastic
The boy laughed at the spastic
Dancing around in the rain

While laundrettes cleaned clothes
High heels rubbed toes
Puddles splashed huddles of bus stop crows
Dressed in their suits and their boots
Well, they all looked the same

I took myself down to the cafe to find all
The boys lost in books and crackling vinyl
And carved out a poem
Above the urinal that read


Don't you cry for the lost
Smile for the living
Get what you need and
Give what you're given
Life's for the living, so live it
Or you're better off dead


While the evening pulled the moon out of it's packet
Stars shone like buttons on an old man's jacket
We needed a nail
But we tacked it 'til it fell off the wall

While pigeon's pecked trains
Sparks flew like planes
The rain showed the rainbows in the oil stains
And we all had new iPhones
But no one had no one to call
See Passenger LiveGet tickets as low as $76You might also like
And I stumbled down
To the stomach of the town
Where the widow takes memories
To slowly drown
With a hand to the sky
And a mist in her eye, she said


Don't you cry for the lost
Smile for the living
Get what you need and
Give what you're given
Life's for the living, so live it
Or you're better off dead


Well, I'm sick of this town
This blind man's forage
They take your dreams down
And they stick 'em in storage
You can have 'em back, son
When you've paid off your mortgage and loans

Oh, hell with this place
I'll go it my own way
I'll stick out my thumb
And I trudge down the highway
Someday, someone
Must be going my way, home

'Til then I'll make my bed
From a disused car
With a mattress of leaves
And a blanket of stars
And I'll stitch the words into my heart
With a needle and thread


Don't you cry for the lost
Smile for the living
Get what you need and
Give what you're given
You know life's for the living, so live it
Or you're better off dead

Don't you cry for the lost
Smile for the living
Get what you need and
Give what you're given
Life's for the living, so live it
Or you're better off dead4",0
"Marshmello, Khalid",sad,"Yeah, I'd rather be a lover than a fighter (Fighter)
'Cause all my life, I've been fighting
Never felt a feeling of comfort, oh
And all this time, I've been hiding
And I never had someone to call my own, oh nah
I'm so used to sharing
Love only left me alone
But I'm at one with the silence


I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been silent for too long
[Drop]
I've been quiet for too long
I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long


I'm in need of a savior (Savior), but I'm not asking for favors
My whole life, I've felt like a burden
I think too much, and I hate it
I'm so used to being in the wrong, I'm tired of caring
Loving never gave me a home, so I'll sit here in the silence


I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been silent for too long

[Drop]
I've been quiet for too long
I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too longSee Marshmello LiveGet tickets as low as $95You might also like123",0
Tom Odell,sad,"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up


On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up

Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh


And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up


On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up


Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh (Oh, need a love, now, my heart is thinking of)
See Tom Odell LiveGet tickets as low as $56You might also like
I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up


On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up144",0
Katy Perry,good-vibes,"I won't just survive
Oh, you will see me thrive
Can't write my story
I'm beyond the archetype
I won't just conform
No matter how you shake my core
’Cause my roots, they run deep, oh

[Pre-Chorus 1]
(Oh, ye of so little faith)
Don't doubt it, don't doubt it
(Victory is in my veins)
I know it, I know it
(And I will not negotiate)
I'll fight it, I'll fight it
I will transform
[Chorus]
When, when the fire's at my feet again
And the vultures all start circling
They're whispering, ”You're out of time.”
But still, I rise
This is no mistake, no accident
When you think the final nail is in; think again
Don't be surprised, I will still rise

[Verse 2]
I must stay conscious
Through the madness and chaos
So I call on my angels
They say...

[Pre-Chorus 2]
(Oh, ye of so little faith)
Don't doubt it, don't doubt it
(Victory is in your veins)
You know it, you know it
And you will not negotiate
Just fight it, just fight it
And be transformed

[Chorus]
’Cause when, when the fire's at my feet again
And the vultures all start circling
They're whispering, “You're out of time.”
But still, I rise
This is no mistake, no accident
When you think the final nail is in; think again
Don't be surprised, I will still rise
See Katy Perry LiveGet tickets as low as $69You might also like[Outro]
(Don't doubt it, don't doubt it)
Oh, oh, oh, oh
(You know it, you know it)
Still rise
(Just fight it, just fight it)
Don't be surprised, I will still rise39Embed",1
Sep,aggressive,"Subjected to my system
Reflecting on the days
When we used to be just friends
Protected both our interest
Our trust was in a bank
That's where our hearts were safe

[Pre-Chorus]
And then we got closer
Separated from my ex
So we got closer
Oh, in every visit
Feelings got stronger
Now this is out our hands
Our love is here to stay
[Chorus]
So get used to me checking in
All day
Get used to me falling through
Just to see your face
There ain't a moment
I won't need your brace
Get used to me touching you
Get used to me loving you
Oh get used to it, eh
Oh get used to it, eh
Oh get used to it, oh and oh
Get used to me holding you
Get used to me woeing you
Oh get used to it

[Verse 2]
And I'ma April shower you
Forever if I May
'Til your flowers bloom in June
Make sure that our fireworks
Be your 4th of July
For life
As long as you stand right by my side

[Pre-Chorus]
Keep growing closer
Throughout October
Oh counting down, it's almost Christmas Eve
Oh seven days shy of New Year's Eve
Then we'll be celebrating
You might also like[Chorus]
So get used to me checking in
All day
Get used to me falling through
Just to see your face
There ain't a moment
I won't need your brace
Get used to me touching you
Get used to me loving you
Oh get used to it, eh
Oh get used to it, eh
Oh get used to it, oh and oh
Get used to me holding you
Get used to me woeing you
Oh get used to it

[Bridge]
I ain't going nowhere
I ain't going nowhere, oh no
I ain't going nowhere
I ain't going nowhere, oh no
Put your faith in me
I'll be all you need, I swear
Yeah yeah
I'm gonna be right here, yeah
[Chorus]
So get used to me checking in
All day
Get used to me falling through
Just to see your face
There ain't a moment
I won't need your brace
Get used to me touching you
Get used to me loving you
Oh get used to it, eh
Oh get used to it, eh
Oh get used to it, oh and oh
Get used to me holding you
Get used to me woeing you
Oh get used to it
[Vamp]
I know you getting used to it
I know you getting used to it
(Get used to it)
I know you getting used to it
I know you getting used to it
(Oh get used to it)5Embed",2
Rascal Flatts,sad,"I'd be ridin' in a cab goin' downtown
Findin' faces I know in a big crowd
Tryin' to drink the pain away, mhmm
And I'd be stayin' out all night, never goin' home
Girl you know I'd lose all control
If I lost you


There would be a riot
Breakin' of my heart, I'd try to fight it
I could go out every night but I'd be lyin'
If I said I could live and breathe
Without you
There'd be a lot of lonely
Wishin' and prayin' that you would hold me
I would do most anything baby
If only you would come back to me
Come back to me
There would be a riot
Oh yeah, oooh

I'd be checkin' on my phone every minute
Waitin' 'round for it to start ringin'
And prayin' it would be you
I don't know what I'd do


There would be a riot
Breakin' of my heart, I'd try to fight it
I could go out every night but I'd be lyin'
If I said I could live and breathe
Without you
There'd be a lot of lonely
Wishin' and prayin' that you would hold me
I would do most anything baby if only
You would come back to me
Come back to me
There would be a riot
If I ever lost you
If I ever lost you


There would be a riot
Breakin' of my heart, I'd try to fight it
I could go out every night but I'd be lyin'
If I said I could live and breathe
There'd be a lot of lonely
Wishin' and prayin' that you would hold me
I would do most anything baby if only
You would come back to me
Come back to me
There would be a riot
If I ever lost you
You might also like[Final Verse/Closing]
There would be, there would be a riot
Breakin' of my heart, I'd try to fight it
There would be a riot
If I ever lost you7",0
"Sonder, Jorja Smith",sad,"I've heard it all
Our conversations got me feelin’ I'm the fool
Like I should've listened when they said that you
Would treat me like you did, oh, yeah
Said I did it all
Situation makes me feel I’m not a man at all
Swore I'd be there, swore that I'd catch your fall
I guess I couldn't handle it, no

[Pre-Chorus: Brent Faiyaz]
And I know you probably thinkin' I ain't worth shit
But I'd never want anyone to bring you any harm
And I'd take it all back just to have you in my arms
And I know for a fact who we were ain’t who we are
We are
[Chorus: Jorja Smith & Brent Faiyaz]
Don’t think you cared about me
Oh, girl, I care about you
But you don't care ’bout nobody
Nobody but you
Don't think you cared about me
Oh, girl, I carе about you
But you don't care 'bout nobody
Nobody but you

[Verse 2: Brent Faiyaz & Jorja Smith]
I wish I had the time to run to you, not ruin your lifе
I’d never wrong you twice, I wanna make things right
And maybe, you'll take me
Hope you don't hate me
Don't want to fight anymore
Daytimes are silent as hell
I wish that I could ignore all that you said
If you can't find the time or space
Then I don't have the words to sayI wonder if the only peace we'll find
Gonna be when you tell me, ""Goodbye""?

[Pre-Chorus: Brent Faiyaz]
And I know you probably thinkin' I ain't worth shit
But I'd never want anyone to bring you any harm
And I'd take it all back just to have you in my arms
And I know for a fact who we were ain't who we are
We are
You might also like[Chorus: Jorja Smith & Brent Faiyaz]
Don't think you cared about me
Oh, girl, I care about you
But you don't care 'bout nobody
Nobody but you
Don't think you cared about me
Oh, girl, I care about you
But you don't care 'bout nobody
Nobody but you5",0
Fearless Motivation,good-vibes,"Oohhh oohhh

[verse 1]
I walk alone
I'm at peace when I'm on my own
It can be hard, it can be tough
Chasing greatness can be a lonely road
Sometimes I look back and think
Look how far I've grown
Sometimes I look back and think
Look how far I've flown
Those who fly alone have the strongest wings
I've got a few scars
And if I had to do it again
I wouldn't change a thing
All the tough times
All the cold nights
I learned to fight alone
It made me strong alone
You aren't weak if you cry
After the tears dry, they evaporate
And you begin to rise
I don't need the attention
Or the recognition
And I still thrive
I made a choice to live my life
On my terms
I can't keep the real me locked inside
So I walk alone
[Chorus]
I walk alone
I'm okay on my own
The journey made me strong
I walk alone
I walk alone
Oohhhho
I can handle any challenge in my life
I walk my own path, there's nobody by my side
I keep on moving, I won't let pain stop my strides
I walk alone
Ohhhh

[verse 2]
I walk alone
I pull myself up when I'm feeling low
I've survived deep darkness and heavy hardships
I have character most will never know
The inner strength I've built will never be broken
I'm unbreakable
Even if the sky falls
I'm unshakable
There's no limit to what I'm capable of
Living the life that I love
I had no one so in myself I trust
No one believed in me
But I believed in myself
No one helped me, so I helped myself
Nobody gave me support so I supported myself
I kept going, I kept growing, no slowing down or giving up
Now I'll be honest
I used to feel useless and worthless
But now I walk with a purpose
I'm proud I had the strength to overcome
I'm proud of what I've become
I walk alone
You might also like[Chorus]
I walk alone
I'm okay on my own
The journey made me strong
I walk alone
I walk alone
Ohhhho
I can handle any challenge in my life
I walk my own path, there's nobody by my side
I keep on moving, I won't let pain stop my strides I walk alone
Ohhh
I walk alone
I walk alone
And i walk alone
And i walk alone
And i walk alone
And i walk aloneEmbed",1
"Polo G, Lil Wayne",aggressive,"Uh
So used to them gray clouds
I might fuck around, drop the top in the rain
For the squad, we don't play around
We'll lay him down, hit his top close range
He just pretend, he not with the gang
'Member back then, ask an opp what he bang
Runnin' from the jakes, block hot like I'm Wayne
Spend a quarter mil' on the watch and the chain
I'm just tryna put a lock on the game
Hot shit from this Glock when it flame
Ayy, young nigga up now, 'member back then niggas clowned on me
Now from the Heaven gates only way a nigga lookin' down on me
Keep at least two hundred thou' on me
Keep at least like 30 rounds on me
With my niggas 'til the wheels fall off, don't care if my ride on E
Gucci slides, Versace robes, palm trees, exotic hoes
Snitchin', he can't right his wrongs once he play that writin' role
Slime shit, we wipe his nose, feds watchin', might strike a pose
Do a hit, take flight, we gone, we just take the dice and roll
So used to them gray clouds
I might fuck around, drop the top in the rain
For the squad, we don't play around
We'll lay him down, hit his top close range
He just pretend, he not with the gang
'Member back then, ask an opp what he bang
Runnin' from the jakes, block hot like I'm Wayne
Spend a quarter mil' on the watch and the chain
I'm just tryna put a lock on the game
Hot shit from this Glock when it flame
Soon as I touch down, them pussy feds be hot on me (woo)
Heard niggas got money all on my head, tell 'em, ""Come crown the king"" (uh)
Let the work thaw out for 14 days, that's quarantine (yeah)
I'll pour my heart out before my lean, baby, no R&B (yeah)
Six-six-deuce, MOB Piru, big SooWoo, slime my group
Slatt-slatt-slatt, a-achoo, wipe his nose, God bless you
Blatt-blatt-blatt, I'm not through, bratt-tat-tat, duck, duck, goose
Two big g- on me for the smoke, that's Uncle Snoop and Martha Stew'
Call me Capalotty (woo), Big Slimalini (yeah), Lil' Slime Gotti (uh)
That ain't the 'Ghini, lil' bitch that's the 'Gatti (skrrt)
Promethazine, need a P, I'm the wild me
I hide fettuccine from the federales
I'm like Rick Pitino or John Calipari
I'm leadin' my team, yeah, right to the finals
That money talkin' and we talkin' private
I'm not correspondin', hold on
Gucci slides and Versace robes (ooh)
I'll slide a nigga, I'll slide a hoe (ooh)
I banged on anybody, gang
And I ball with all my slime-inos
On gang-gang, on Hollygrove
No plain jane, I smoke Zario
And when the rain came I put the top down
Under the dark clouds, I'm shinin' gold
Used to the gray clouds
I might fuck around and drop the top in the rain (yeah-yeah)
For the squad, we don't play around
We'll lay him down, hit his top close range (top close range)
He just pretend, he not with the gang
'Member back then, ask an opp what he bang
Runnin' from the jakes, block hot like I'm Wayne
Spend a whole mil' on the watch and the chain
I'm just tryna put a lock on the game
Hot shit from this Glock when it flame, yeah
Polo G, Tunechi Lee, yeah-yeah
Call me Capalotty",2
"Alan Walker, Sabrina Carpenter, Farruko",good-vibes,"I'm sorry but, don't wanna talk
I need a moment before I go, it's nothing personal
I draw the blinds, they don't need to see me cry
'Cause even if they understand, they don't understand

[Pre-Chorus: Sabrina Carpenter]
So then, when I'm finished
I'm all 'bout my business and ready to save the world
I'm taking my misery, make it my bitch
Can't be everyone's favorite girl
[Chorus: Sabrina Carpenter]
So take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise
The fire burning in my eyes
No, nobody but me can keep me safe
And I'm on my way

[Instrumental Break: Farruko]
Blep, yah, yah
Farru
Yah-yah-yah-yah

[Verse 2: Farruko]
Lo siento mucho (Farru), pero me voy (Eh)
Porque a tu lado me di cuenta que nada soy (Eh-ey)
Y me cansé de luchar y de guerrear en vano
De estar en la línea de fuego y de meter la mano
Acepto mis errores, también soy humano
Y tú no ves que lo hago porque te amo (Pu-pu-pu-pum)

[Pre-Chorus: Farruko]
Pero ya (Ya), no tengo más na' que hacer aquí (Aquí)
Me voy, llegó la hora 'e partir (Partir)
De mi propio camino, seguiré lejos de ti
You might also like[Chorus: Sabrina Carpenter]
So take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise (Is on the rise, na-na)
The fire burning in my eyes (The fire burning in my eyes, no)
No, nobody but me can keep me safe
And I'm on my way

[Instrumental Break: Farruko]
Blep
I'm on my way

[Bridge: Sabrina Carpenter]
Everybody, everybody keep me safe
Everybody, everybody keep me safe
Everybody, everybody keep me safe
Everybody, everybody keep me safe
Everybody, everybody on my way

[Chorus: Sabrina Carpenter]
So take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise
The fire burning in my eyes
No, nobody but me can keep me safe
And I'm on my way60Embed",1
"DaBaby, YoungBoy Never Broke Again",aggressive,"(Okay)
Maybach outside, Maybach out—uh (Yeah)
Maybach outside runnin', fuck, uh, uh, uh (Okay)
Maybach outside runnin', yeah

[Chorus: YoungBoy Never Broke Again]
I got a stick in this bitch
Hit, huh, hit, huh, hit, huh, hit, huh
Hit, huh, hit, huh, hit, huh, hit, skully
Hit, hit, hit, hit, hit, hit, hit, hit, skully
[Verse 1: DaBaby]
Shut up, I know you don't love me (Let's go)
I'm fuckin' on her and her buddy, yeah (Yeah)
The Maybach outside, uh
I hopped out that bitch, left it runnin' (Yeah, bitch)
Don't make me get in no trouble (With that), yeah
You know when I air this bitch out now
I'm tryna be calm, I promise
It's gettin' too hard to be humble
It's a Phantom outside, I'ma get in that
Send 'em lil' niggas, I send 'em back up in the box, in the coroner minivan
Go on 'em like Ja, make 'em spin like a ceilin' fan (Ayy)
Hop out and blow at 'em (Now come on, let's go)
You play with me, bitch, we gon' make CNN
Bet a fuck nigga know better
'Cause-

[Chorus: YoungBoy Never Broke Again & DaBaby]
I got a stick in this bitch
Hit, huh, hit, huh, hit, huh, hit, huh (Woo)
Hit, huh, hit, huh, hit (Hit), huh, hit (Hit), skully
Hit, huh, hit, huh, hit (Hit), huh, hit (Hit), huh
Hit, huh, hit, huh, hit, huh, hit, skully

[Verse 2: YoungBoy Never Broke Again, Both]
Huh, they got a problem, they know we can hit (Okay)
They got a problem, I brought me a stick in this bitch
Better how sick that they get
Hit 'em with this and I bet your lil' buddy you miss
I had to turn up my wrist
Watch how I hit, know I had to go flood out my shit (Yeah, yeah, yeah, yeah)
Got the below in the clip
Double R Maybach, I know that you love how it fit
(I got a), uh, in this bitch, (I got a), uh, in this bitch
I got the baddest ratchet bitch that's dancin' all on my dick
I got the bag in the trunk, wear makeup like punk, yeah
Brrt, leave 'em slumped, you know I do, don't say I don't
You might also like[Chorus: YoungBoy Never Broke Again & DaBaby]
Got a stick in this bitch
Hit, huh, hit, huh, hit, huh, hit, huh (Woo)
Hit, huh, hit, huh, hit (Hit), huh, hit (Hit), skully
Hit, huh, hit, huh, hit (Hit), huh, hit (Hit), huh
Hit, huh, hit, huh, hit, huh, hit, skully
I got a stick in this bitch
Hit, huh, hit, huh, hit, huh, hit, huh (Woo)
Hit, huh, hit, huh, hit (Hit), huh, hit (Hit), skully
Hit, huh, hit, huh, hit (Hit), huh, hit (Hit), huh
Hit, huh, hit, huh, hit, huh, hit, skully5Embed",2
New Hope Club,sad,"Remember when you took my love
Said I wasn't good enough
That I never seemed to have the time (Time)
You were always halfway in
I didn't even meet your friends
But you were always talking sh— 'bout mine
[Pre-Chorus: Reece]
And one thing led to another
'Cause we'd be fighting for days
I used to think that I loved you
But now it's all been erased
We drifted further and further
I didn't want to let go
But I know, I know, I know
[Chorus: Blake, George & Reece]
I ain't missing you at all
I don't need no medicine (Oh-oh)
I'm better than I've ever been (Oh-oh)
I'm better than
I ain't missing you at all (Hey)
I don't need no medicine (Oh-oh)
I'm better than I've ever been (Oh-oh)
I'm better than
I ain't missing you (Hey)
I ain't missing you
[Verse 2: George, Blake]
Don't say that you want me back
I ain't ever going back to that
I never knew that freedom felt so good (Felt so good)
I threw out all your clothes
Parties after every show
I'm doing things that I never thought I would
[Pre-Chorus: Reece]
And one thing led to another
'Cause we'd been fighting for days
I used to think that I loved you
But now it's all been erased
We drifted further and further
I didn't want to let go
But I know, I know, I know
You might also like[Chorus: Blake, George & Reece]
I ain't missing you at all (Hey)
I don't need no medicine (Oh-oh)
I'm better than I've ever been (Oh-oh)
I'm better than
I ain't missing you at all (Hey)
I don't need no medicine (Oh-oh)
I'm better than I've ever been (Oh-oh)
I'm better than
I ain't missing you (Hey)
I ain't missing you
[Interlude]
[Bridge: Blake]
Bet you thought I'd come back again
But girl, I'm doing just fine
You ain't been playing on my mind
I bet you thought that I needed a friend
But why would I pretend?
[Chorus: Blake, George & Reece]
I ain't missing you at all (Hey)
I don't need no medicine (Oh-oh)
I'm better than I've ever been (Oh-oh)
I'm better than
I ain't missing you at all
I don't need no medicine (Oh oh)
I'm better than I've ever been (Oh-oh)
I'm better than
I ain't missing you (No)
I ain't missing you at all (No)
I ain't missing you15",0
